event_id,random_seed,sim_natural_frequency,sim_amplitude,sim_damping_ratio,sim_impact_strength,sim_noise_level,sim_optical_noise,sim_sampling_rate,sim_duration,vibration_mean,vibration_std,vibration_rms,vibration_variance,vibration_peak,vibration_peak_to_peak,vibration_crest_factor,vibration_kurtosis,vibration_skewness,vibration_zero_crossing_rate,vibration_energy,dominant_frequency,dominant_frequency_amplitude,spectral_energy,spectral_centroid,spectral_bandwidth,spectral_peak_count,optical_displacement_max,optical_displacement_rms,optical_displacement_mean,optical_displacement_std,optical_velocity_max,optical_velocity_rms,optical_acceleration_max,optical_acceleration_rms,optical_dominant_frequency,optical_frequency_amplitude,optical_rotation_max,optical_rotation_rms,vibration_optical_correlation,cross_correlation_max,cross_correlation_lag_seconds,scenario
normal_00795,926213118,4.971588,0.947827,0.073959,1.076944,0.033751,0.012022,100.000000,10.000000,-0.000000,0.257209,0.257209,0.066157,7.018915,7.938973,27.288724,561.052741,20.870743,0.263263,66.156653,5.200000,0.085176,0.335703,21.631343,13.405115,3.000000,0.861460,0.150239,0.115743,0.095788,24.877974,3.201667,927.360156,104.419046,5.100000,0.081303,0.075000,0.013484,-0.284905,-0.299695,0.010000,NORMAL
normal_00796,634278676,4.889019,0.912367,0.046475,1.728617,0.051741,0.020673,100.000000,10.000000,0.000000,0.426416,0.426416,0.181831,11.078099,12.441181,25.979566,460.938338,18.064925,0.165165,181.830504,5.000000,0.213002,0.763956,21.234217,13.560373,1.000000,1.369655,0.236206,0.140908,0.189574,39.847017,6.594373,1411.501762,207.396170,5.000000,0.210547,0.110000,0.021163,-0.441680,-0.456279,0.010000,NORMAL
normal_00797,2079430639,5.293856,0.643452,0.063858,0.976762,0.064910,0.013209,100.000000,10.000000,0.000000,0.245279,0.245279,0.060162,6.817880,7.461077,27.796374,604.564062,22.241164,0.171171,60.162018,5.400000,0.066646,0.215170,21.683968,13.509968,15.000000,0.744470,0.132196,0.106788,0.077924,16.344798,2.541894,610.372836,87.808615,5.100000,0.058493,0.065000,0.012612,-0.140953,0.230043,-0.070000,NORMAL
normal_00798,984724506,5.262483,0.673678,0.045679,0.605698,0.056316,0.016095,100.000000,10.000000,0.000000,0.159581,0.159581,0.025466,4.189206,4.540436,26.251278,480.803074,18.775732,0.185185,25.466100,5.500000,0.072843,0.105155,21.288402,13.593258,11.000000,0.510697,0.130752,0.113332,0.065206,9.962109,2.137761,357.874323,73.906678,5.500000,0.053325,0.050000,0.013031,-0.178225,0.253060,0.090000,NORMAL
normal_00799,677294267,4.890710,0.370669,0.051459,1.763551,0.050863,0.011058,100.000000,10.000000,-0.000000,0.399867,0.399867,0.159893,11.631543,12.210822,29.088560,728.468529,25.773261,0.330330,159.893291,5.000000,0.067919,0.294550,21.742739,13.589689,4.000000,0.642034,0.139316,0.113529,0.080746,15.609073,2.434593,597.549703,78.223206,4.900000,0.062955,0.057500,0.012244,-0.124512,-0.181040,-0.170000,NORMAL
normal_00800,949862354,5.332238,0.518090,0.073808,1.333613,0.030380,0.017650,100.000000,10.000000,-0.000000,0.323565,0.323565,0.104694,9.339790,10.053927,28.865270,704.607047,25.038368,0.363363,104.694274,5.600000,0.043875,0.065952,21.695718,13.554657,42.000000,0.685808,0.142993,0.118326,0.080285,17.472447,2.249141,685.722601,81.364270,5.600000,0.028826,0.065000,0.014300,-0.038041,0.168867,-0.050000,NORMAL
normal_00801,25966621,5.012118,0.587024,0.071104,0.756997,0.034498,0.018741,100.000000,10.000000,0.000000,0.176297,0.176297,0.031081,4.997765,5.448318,28.348532,655.082370,23.672479,0.290290,31.080682,5.100000,0.050700,0.149242,21.712547,13.487093,4.000000,0.411612,0.093110,0.080543,0.046715,11.529128,1.689893,458.174179,61.849845,5.100000,0.049007,0.037500,0.011784,-0.144129,-0.191135,0.010000,NORMAL
normal_00802,648384135,5.322331,0.879885,0.057569,0.600338,0.048225,0.016675,100.000000,10.000000,-0.000000,0.158514,0.158514,0.025127,4.082845,4.552860,25.757002,443.870853,17.534497,0.220220,25.126679,5.700000,0.035074,0.046933,21.152094,13.668123,59.000000,0.549877,0.115352,0.094402,0.066291,12.779707,2.276980,524.354972,80.471500,5.200000,0.036938,0.042500,0.012738,-0.239478,0.297450,0.090000,NORMAL
normal_00803,1107144765,4.716046,0.854760,0.070395,0.736371,0.037634,0.019744,100.000000,10.000000,0.000000,0.164258,0.164258,0.026981,4.545365,4.979026,27.672131,594.661727,21.992306,0.250250,26.980647,5.100000,0.024949,0.017757,20.936097,13.579968,62.000000,0.750458,0.122003,0.098417,0.072102,13.926543,1.967313,491.453368,67.883616,4.700000,0.028524,0.072500,0.013489,-0.125760,0.235029,-0.080000,NORMAL
normal_00804,1972338951,4.875588,0.451648,0.069014,0.505129,0.050043,0.018326,100.000000,10.000000,-0.000000,0.116526,0.116526,0.013578,3.303665,3.483121,28.351343,657.109463,23.856543,0.297297,13.578282,5.200000,0.017166,0.020972,21.601555,13.569498,91.000000,0.218799,0.078808,0.069248,0.037621,5.788812,1.036291,194.901422,44.471679,4.500000,0.020030,0.037500,0.011396,-0.119765,-0.132760,-0.170000,NORMAL
normal_00805,1585328415,5.323275,0.594199,0.049795,1.538139,0.032000,0.021109,100.000000,10.000000,0.000000,0.376576,0.376576,0.141809,10.615434,11.626313,28.189353,639.142865,23.167330,0.302302,141.809492,5.400000,0.046208,0.099042,21.366564,13.577556,25.000000,0.951065,0.139531,0.093742,0.103351,25.982143,3.661594,1045.551920,128.267843,5.300000,0.047497,0.070000,0.015305,-0.153771,0.263382,0.090000,NORMAL
normal_00806,1677816164,4.973558,0.757175,0.064487,0.613650,0.034967,0.013359,100.000000,10.000000,-0.000000,0.145731,0.145731,0.021238,3.945830,4.423662,27.076103,543.413686,20.445842,0.232232,21.237546,5.100000,0.042707,0.052339,21.421304,13.541361,13.000000,0.514223,0.130733,0.109927,0.070762,12.786639,1.925777,486.137822,65.469503,5.000000,0.047471,0.042500,0.012499,-0.185462,-0.210905,0.010000,NORMAL
normal_00807,1170167491,4.995190,0.714495,0.047490,0.507183,0.054422,0.010649,100.000000,10.000000,0.000000,0.126938,0.126938,0.016113,3.288373,3.564736,25.905336,455.650279,18.037520,0.201201,16.113268,5.100000,0.035030,0.022101,20.688696,13.783923,58.000000,0.334435,0.112731,0.096882,0.057639,7.758284,1.769627,273.050483,59.034439,5.000000,0.039389,0.030000,0.010837,-0.238316,-0.242036,0.010000,NORMAL
normal_00808,237486803,5.338524,0.723946,0.067949,0.907996,0.041406,0.017365,100.000000,10.000000,0.000000,0.231840,0.231840,0.053750,6.436502,7.123927,27.762737,602.066792,22.163887,0.193193,53.749606,5.400000,0.059077,0.114867,21.534558,13.494778,13.000000,0.662377,0.102023,0.077247,0.066646,16.721567,2.352841,675.852113,83.837763,5.200000,0.050300,0.055000,0.011654,-0.241367,0.326536,-0.070000,NORMAL
normal_00809,839508206,4.786111,0.645070,0.062064,0.615557,0.030912,0.015485,100.000000,10.000000,-0.000000,0.137389,0.137389,0.018876,3.861943,4.147811,28.109619,633.032728,23.079770,0.337337,18.875647,4.900000,0.029453,0.018864,21.553407,13.709936,51.000000,0.413321,0.117242,0.104256,0.053633,8.688581,1.372158,340.775346,49.275215,4.800000,0.030343,0.045000,0.012411,-0.073520,0.143288,-0.060000,NORMAL
normal_00810,2141115623,4.815694,0.394279,0.057618,1.596171,0.060846,0.017768,100.000000,10.000000,0.000000,0.349888,0.349888,0.122422,10.189519,10.763439,29.122190,730.555157,25.764688,0.253253,122.421956,5.000000,0.063618,0.399384,21.769142,13.550904,4.000000,0.577994,0.103803,0.077819,0.068697,16.462708,2.353956,571.007344,77.560321,4.900000,0.059783,0.052500,0.012070,-0.079304,0.193650,-0.060000,NORMAL
normal_00811,94856517,5.187210,0.823210,0.046141,1.625671,0.026993,0.015265,100.000000,10.000000,0.000000,0.407396,0.407396,0.165971,10.941844,12.284546,26.858025,526.643584,19.966672,0.235235,165.971266,5.300000,0.100945,0.158142,21.042170,13.533946,3.000000,1.294736,0.190471,0.116731,0.150510,36.389819,5.308079,1343.303836,175.864809,5.300000,0.089928,0.105000,0.016770,-0.328698,-0.365094,0.010000,NORMAL
normal_00812,1888067674,5.299898,0.574984,0.059719,0.952574,0.050912,0.021146,100.000000,10.000000,-0.000000,0.240333,0.240333,0.057760,6.718012,7.348474,27.952888,619.698160,22.729851,0.294294,57.760127,5.300000,0.069606,0.289352,21.580091,13.500489,6.000000,0.675511,0.121047,0.098987,0.069671,15.430550,2.259892,622.708819,83.527375,5.300000,0.064699,0.057500,0.014204,-0.130562,0.256026,-0.070000,NORMAL
normal_00813,1469943245,4.657330,0.780800,0.060651,0.733315,0.038558,0.011165,100.000000,10.000000,0.000000,0.164340,0.164340,0.027008,4.457378,4.929809,27.122849,548.365602,20.672615,0.325325,27.007748,4.600000,0.036919,0.055243,21.223717,13.585132,49.000000,0.606957,0.111598,0.088346,0.068183,12.348602,2.063782,474.701922,65.383385,4.500000,0.051173,0.060000,0.010527,-0.195112,0.267839,-0.090000,NORMAL
normal_00814,609688727,5.283828,0.886862,0.057403,1.048913,0.042265,0.018725,100.000000,10.000000,0.000000,0.274527,0.274527,0.075365,7.269548,8.256462,26.480253,496.705635,19.019515,0.241241,75.365158,5.100000,0.060551,0.048682,20.713724,13.693646,30.000000,0.920500,0.135336,0.091630,0.099598,26.203357,3.716024,953.261548,127.822637,5.100000,0.066108,0.087500,0.014571,-0.369876,-0.395157,0.010000,NORMAL
normal_00815,1670717960,4.731184,0.761486,0.061293,1.223021,0.058871,0.014297,100.000000,10.000000,-0.000000,0.273311,0.273311,0.074699,7.616974,8.383807,27.869293,611.083686,22.414429,0.291291,74.698708,4.700000,0.053104,0.100785,21.487513,13.587826,40.000000,1.009374,0.167403,0.130486,0.104867,20.985517,2.998060,766.443891,95.149481,4.700000,0.064661,0.075000,0.015095,-0.134172,0.233264,-0.080000,NORMAL
normal_00816,1797221718,4.793359,0.451923,0.048984,0.770315,0.053727,0.014597,100.000000,10.000000,0.000000,0.171764,0.171764,0.029503,4.841746,5.169855,28.188406,641.781313,23.410310,0.274274,29.502787,5.000000,0.033184,0.039863,21.290626,13.601701,40.000000,0.388175,0.106637,0.094814,0.048802,9.153848,1.624523,338.266690,54.579384,4.700000,0.036689,0.037500,0.011093,-0.093179,0.145108,-0.070000,NORMAL
normal_00817,92812303,5.144051,0.886013,0.073482,1.663690,0.056692,0.020672,100.000000,10.000000,-0.000000,0.402350,0.402350,0.161886,11.131189,12.574081,27.665413,592.381453,21.755771,0.244244,161.885822,5.300000,0.087355,0.431759,21.645035,13.452925,13.000000,1.303594,0.178829,0.122619,0.130170,36.271401,4.538771,1375.472580,152.886200,5.000000,0.090741,0.107500,0.018045,-0.275901,0.305725,-0.070000,NORMAL
normal_00818,228534204,5.072683,0.761320,0.064337,1.291082,0.053082,0.021460,100.000000,10.000000,-0.000000,0.314793,0.314793,0.099095,8.671810,9.632722,27.547655,584.207118,21.692713,0.258258,99.094668,5.700000,0.040129,0.065327,20.960403,13.590202,50.000000,0.909010,0.159216,0.121389,0.103026,25.358759,3.580413,959.888193,121.858350,4.800000,0.047585,0.072500,0.016279,-0.280635,-0.290303,0.010000,NORMAL
normal_00819,1429686406,4.899325,0.845199,0.051837,1.125061,0.053039,0.012411,100.000000,10.000000,0.000000,0.272186,0.272186,0.074085,7.092629,7.986266,26.057982,465.962887,18.179972,0.193193,74.085457,4.800000,0.109199,0.279514,21.190856,13.491629,7.000000,0.944236,0.164760,0.109519,0.123091,26.109848,4.165535,931.626720,130.478961,4.800000,0.136666,0.077500,0.014387,-0.372980,-0.400554,0.010000,NORMAL
normal_00820,2145561070,4.856663,0.596970,0.049928,0.551989,0.029296,0.011127,100.000000,10.000000,-0.000000,0.131908,0.131908,0.017400,3.630449,3.966036,27.522559,582.256366,21.707923,0.363363,17.399754,5.000000,0.032068,0.035542,21.766037,13.630119,59.000000,0.323622,0.078607,0.068689,0.038220,8.742872,1.267044,309.320639,43.469701,5.000000,0.027642,0.027500,0.008051,-0.184337,0.214279,-0.070000,NORMAL
normal_00821,51467744,4.873924,0.503527,0.066741,0.560937,0.053571,0.012847,100.000000,10.000000,-0.000000,0.127702,0.127702,0.016308,3.547404,3.802115,27.778844,603.361259,22.271101,0.219219,16.307709,5.300000,0.028227,0.017027,20.982215,13.693373,41.000000,0.293430,0.076167,0.066811,0.036575,7.834307,1.417010,308.464215,48.523458,4.900000,0.032518,0.035000,0.009054,-0.171977,-0.206261,0.010000,NORMAL
normal_00822,1429547084,4.684871,0.601686,0.049381,1.401799,0.062941,0.012400,100.000000,10.000000,0.000000,0.310777,0.310777,0.096582,8.694005,9.418547,27.975042,621.593871,22.791049,0.159159,96.582456,4.700000,0.066546,0.049303,20.967931,13.666521,13.000000,0.947203,0.165510,0.120211,0.113767,21.771034,3.547326,763.639036,107.652645,4.700000,0.076038,0.075000,0.014753,-0.198050,0.269005,-0.080000,NORMAL
normal_00823,293184265,4.974628,0.855182,0.066583,1.548970,0.034820,0.020273,100.000000,10.000000,-0.000000,0.367459,0.367459,0.135026,10.130187,11.286198,27.568204,584.568984,21.594959,0.297297,135.026183,5.100000,0.069309,0.112400,21.360610,13.555760,15.000000,1.118558,0.175400,0.115625,0.131894,32.813009,4.340321,1168.922255,142.481686,5.100000,0.065960,0.112500,0.017403,-0.289659,-0.307108,0.010000,NORMAL
normal_00824,1396132839,5.169788,0.768080,0.045467,1.120341,0.060905,0.010037,100.000000,10.000000,0.000000,0.284847,0.284847,0.081138,7.670063,8.479464,26.926972,532.180929,20.182018,0.151151,81.137723,5.300000,0.095305,0.141617,21.154968,13.561269,8.000000,0.768076,0.140162,0.101143,0.097034,22.955079,3.655741,804.198695,120.506742,5.200000,0.083738,0.062500,0.012182,-0.336712,-0.356243,0.010000,NORMAL
normal_00825,1338558492,5.046775,0.415762,0.070485,1.654137,0.063768,0.014748,100.000000,10.000000,0.000000,0.386362,0.386362,0.149275,11.250369,11.876569,29.118744,731.493008,25.851131,0.298298,149.275388,5.200000,0.038771,0.085586,21.621639,13.560879,46.000000,0.640263,0.110995,0.085597,0.070662,16.699484,2.256585,665.885244,77.414578,5.000000,0.029525,0.045000,0.010991,-0.165440,-0.241449,-0.160000,NORMAL
normal_00826,194219981,5.313536,0.592218,0.065927,1.337304,0.057792,0.013677,100.000000,10.000000,0.000000,0.327988,0.327988,0.107576,9.342290,10.109666,28.483646,667.777259,24.031308,0.286286,107.576026,5.600000,0.070083,0.471959,21.790303,13.448388,9.000000,0.824554,0.137694,0.106973,0.086696,19.094689,2.644069,738.590766,92.755432,5.300000,0.067658,0.067500,0.012882,-0.084894,0.221064,-0.060000,NORMAL
normal_00827,1461852461,5.168771,0.909446,0.062286,1.221240,0.033413,0.019976,100.000000,10.000000,0.000000,0.307334,0.307334,0.094454,8.294840,9.430082,26.989670,536.919922,20.203387,0.270270,94.454100,5.200000,0.060952,0.087737,21.280568,13.566903,13.000000,0.979964,0.168737,0.131399,0.105861,28.485132,3.853015,1113.079419,131.249710,5.200000,0.057550,0.080000,0.016848,-0.296885,-0.309942,0.010000,NORMAL
normal_00828,1926364554,5.347855,0.423381,0.052641,1.621194,0.035081,0.017233,100.000000,10.000000,-0.000000,0.403933,0.403933,0.163162,11.659816,12.374548,28.865707,706.319360,25.178681,0.272272,163.161988,5.500000,0.091149,0.585368,21.692840,13.533671,1.000000,0.651660,0.104521,0.077665,0.069948,18.108367,2.620935,707.188283,93.099680,5.400000,0.062948,0.062500,0.012002,-0.149830,0.284532,-0.060000,NORMAL
normal_00829,1854231147,5.155886,0.514359,0.059762,1.454219,0.064672,0.021806,100.000000,10.000000,-0.000000,0.344528,0.344528,0.118699,9.889393,10.570258,28.704192,689.661274,24.679525,0.302302,118.699416,5.200000,0.046037,0.091156,21.573301,13.543047,42.000000,0.673810,0.150109,0.129499,0.075913,18.249175,2.622015,650.111746,93.264299,5.200000,0.039595,0.060000,0.015696,-0.120060,-0.150617,0.010000,NORMAL
normal_00830,62275958,5.113846,0.808985,0.074017,0.948640,0.055640,0.010140,100.000000,10.000000,-0.000000,0.232789,0.232789,0.054191,6.392198,7.122035,27.459206,575.768183,21.402094,0.226226,54.190661,5.200000,0.042288,0.060189,21.276280,13.462559,29.000000,0.628660,0.125351,0.105105,0.068308,19.228877,2.597702,710.990415,89.907637,5.000000,0.047389,0.050000,0.011449,-0.240556,-0.266191,0.010000,NORMAL
normal_00831,528101772,5.194400,0.902603,0.070359,1.483477,0.056385,0.019883,100.000000,10.000000,0.000000,0.363450,0.363450,0.132096,9.796139,11.031473,26.953220,533.444951,20.111947,0.220220,132.095676,5.600000,0.060919,0.083709,21.032829,13.551665,33.000000,1.181855,0.182264,0.126897,0.130833,33.031620,4.649929,1290.800271,157.577185,5.300000,0.054972,0.092500,0.017431,-0.277137,-0.327072,0.010000,NORMAL
normal_00832,517174316,5.243099,0.489435,0.058373,0.660517,0.064467,0.012038,100.000000,10.000000,-0.000000,0.165640,0.165640,0.027436,4.653343,5.020976,28.093173,632.084423,23.081208,0.219219,27.436484,5.400000,0.043452,0.062894,21.539381,13.587416,21.000000,0.369588,0.091616,0.080487,0.043764,8.883934,1.531057,369.151825,54.850701,5.400000,0.031462,0.035000,0.010028,-0.152204,0.213533,-0.070000,NORMAL
normal_00833,973437866,4.996287,0.920541,0.047999,0.727864,0.058980,0.018770,100.000000,10.000000,0.000000,0.206464,0.206464,0.042627,4.792423,5.487636,23.211884,292.976688,12.803969,0.185185,42.627458,5.000000,0.123763,0.174292,20.933249,13.620978,3.000000,0.769478,0.157279,0.126378,0.093623,20.530213,3.971792,720.541778,128.000945,5.000000,0.128544,0.072500,0.015728,-0.540219,-0.540219,0.000000,NORMAL
normal_00834,307137137,4.831002,0.492643,0.071886,1.305249,0.031655,0.017789,100.000000,10.000000,0.000000,0.292929,0.292929,0.085808,8.462789,9.057811,28.890191,708.544022,25.219156,0.381381,85.807681,5.100000,0.038740,0.135982,21.743558,13.574406,43.000000,0.582137,0.096724,0.075028,0.061044,15.745569,2.058775,601.436734,70.153651,4.800000,0.035132,0.050000,0.011451,-0.147501,0.242250,-0.060000,NORMAL
normal_00835,1834695444,4.824248,0.441165,0.065123,1.454849,0.026862,0.013541,100.000000,10.000000,0.000000,0.326172,0.326172,0.106388,9.464064,9.967494,29.015520,720.791865,25.549863,0.380380,106.388473,5.000000,0.069565,0.506226,21.709228,13.557590,2.000000,0.551983,0.107210,0.084157,0.066420,15.554897,2.119782,558.527823,69.289694,4.700000,0.058045,0.065000,0.011360,-0.146834,0.209570,-0.070000,NORMAL
normal_00836,1668096449,5.165223,0.815884,0.068315,0.715334,0.028883,0.015674,100.000000,10.000000,0.000000,0.176210,0.176210,0.031050,4.825070,5.362686,27.382467,569.261698,21.206789,0.292292,31.050029,5.300000,0.035422,0.040004,21.434517,13.484744,36.000000,0.510444,0.095381,0.077259,0.055933,13.919785,2.041972,541.597887,71.765051,5.300000,0.033462,0.045000,0.011234,-0.243646,-0.261886,0.010000,NORMAL
normal_00837,1735917877,5.155904,0.625509,0.058613,1.373405,0.056909,0.014309,100.000000,10.000000,-0.000000,0.326971,0.326971,0.106910,9.241703,10.067019,28.264581,646.684647,23.416224,0.224224,106.910135,5.100000,0.046589,0.063183,21.175867,13.587885,34.000000,0.717692,0.146413,0.116475,0.088714,21.937564,3.105279,861.800441,104.912733,5.100000,0.051177,0.060000,0.013664,-0.175115,-0.214307,0.010000,NORMAL
normal_00838,425640336,5.070627,0.780300,0.073142,0.735694,0.060118,0.016234,100.000000,10.000000,-0.000000,0.182649,0.182649,0.033361,4.842659,5.440137,26.513469,500.751805,19.289643,0.221221,33.360664,4.700000,0.044645,0.034831,20.814009,13.612815,44.000000,0.500968,0.098415,0.080714,0.056311,14.687795,2.334586,559.221950,79.427995,4.600000,0.048379,0.055000,0.011435,-0.323189,-0.328297,0.010000,NORMAL
normal_00839,31294388,5.073503,0.723226,0.047751,0.689562,0.033212,0.017038,100.000000,10.000000,0.000000,0.164454,0.164454,0.027045,4.506015,4.967328,27.399776,569.793539,21.227862,0.247247,27.045266,5.200000,0.051683,0.124825,21.511909,13.501209,12.000000,0.459015,0.092632,0.075682,0.053413,12.615134,2.052729,494.524857,71.720187,4.900000,0.062040,0.050000,0.011031,-0.234963,-0.280877,0.010000,NORMAL
normal_00840,1955580701,4.693239,0.373925,0.060593,0.677980,0.031327,0.020435,100.000000,10.000000,0.000000,0.145861,0.145861,0.021275,4.230239,4.426018,29.001933,719.242317,25.505237,0.392392,21.275306,5.200000,0.028428,0.101824,21.756245,13.577461,24.000000,0.232268,0.097514,0.091381,0.034036,5.846283,1.017613,194.653666,43.852706,4.600000,0.024758,0.035000,0.012416,-0.013077,0.102993,-0.070000,NORMAL
normal_00841,620426082,5.066739,0.705361,0.045933,1.007721,0.035210,0.010718,100.000000,10.000000,0.000000,0.245387,0.245387,0.060215,6.663498,7.413258,27.155093,551.234910,20.750039,0.247247,60.214619,5.100000,0.087586,0.164821,21.236248,13.516238,2.000000,0.664596,0.135792,0.112190,0.076504,19.140968,3.036401,742.495345,98.988804,5.000000,0.089557,0.062500,0.012227,-0.270360,-0.312356,0.010000,NORMAL
normal_00842,1409327029,5.040575,0.353182,0.069120,1.275840,0.057439,0.012265,100.000000,10.000000,0.000000,0.298807,0.298807,0.089286,8.724048,9.166263,29.196242,738.893932,26.030794,0.328328,89.285755,5.200000,0.043752,0.210271,21.743087,13.632222,34.000000,0.473933,0.117082,0.101481,0.058394,10.993206,1.575026,448.172712,55.203806,4.900000,0.036264,0.040000,0.010703,-0.112138,-0.162048,-0.160000,NORMAL
normal_00843,1953000084,5.319665,0.777738,0.066015,1.320371,0.034552,0.013781,100.000000,10.000000,0.000000,0.327061,0.327061,0.106969,9.122174,10.060002,27.891341,612.396264,22.401089,0.223223,106.968993,5.500000,0.080655,0.236813,21.550504,13.497198,8.000000,0.944860,0.134021,0.093404,0.096112,24.857083,3.408856,1044.878858,119.784196,5.500000,0.065890,0.082500,0.012964,-0.201292,0.297333,0.090000,NORMAL
normal_00844,77658828,5.250444,0.506501,0.051841,0.555525,0.051818,0.012807,100.000000,10.000000,0.000000,0.143274,0.143274,0.020527,3.943946,4.258047,27.527322,581.723103,21.656431,0.343343,20.527402,6.100000,0.024180,0.015403,21.508824,13.816204,95.000000,0.290614,0.131177,0.119343,0.054449,7.960528,1.355795,328.276125,49.668937,4.700000,0.020820,0.045000,0.012871,-0.082798,0.100498,-0.070000,NORMAL
normal_00845,11753975,5.290699,0.842219,0.066419,1.543612,0.055788,0.011265,100.000000,10.000000,-0.000000,0.383856,0.383856,0.147345,10.494566,11.836511,27.339883,564.384312,20.964439,0.198198,147.345081,5.300000,0.061869,0.081853,20.914402,13.563749,37.000000,1.275790,0.165653,0.101700,0.130759,34.503707,4.588562,1346.493944,154.744109,5.300000,0.056582,0.105000,0.014370,-0.249739,0.324894,0.090000,NORMAL
normal_00846,11660479,5.172333,0.532103,0.048112,0.786457,0.026485,0.017354,100.000000,10.000000,-0.000000,0.192330,0.192330,0.036991,5.426161,5.855284,28.212709,643.202227,23.399676,0.296296,36.990981,5.200000,0.063598,0.148295,21.615303,13.577167,1.000000,0.444915,0.085868,0.068943,0.051187,11.884543,1.873137,421.111896,66.911448,5.100000,0.058798,0.047500,0.011300,-0.187230,0.254083,-0.070000,NORMAL
normal_00847,335706974,4.888426,0.506864,0.050790,1.314765,0.055009,0.012974,100.000000,10.000000,-0.000000,0.298049,0.298049,0.088833,8.573775,9.128663,28.766302,696.166993,24.886147,0.277277,88.833364,5.100000,0.052163,0.149125,21.569741,13.554493,21.000000,0.477467,0.095123,0.074767,0.058807,14.094416,2.179761,532.298498,73.031468,5.000000,0.047195,0.052500,0.010086,-0.178401,0.229941,-0.070000,NORMAL
normal_00848,110934531,4.652570,0.504418,0.048141,1.481632,0.048012,0.021601,100.000000,10.000000,0.000000,0.322003,0.322003,0.103686,9.186087,9.740344,28.527911,673.097475,24.254572,0.288288,103.686250,4.600000,0.046186,0.051302,21.324776,13.702182,42.000000,0.709401,0.125833,0.090859,0.087056,18.071388,2.971719,609.899901,94.763380,4.600000,0.063865,0.070000,0.014970,-0.171800,0.255852,-0.080000,NORMAL
normal_00849,1760895469,5.197419,0.760677,0.065026,0.949458,0.048270,0.011678,100.000000,10.000000,0.000000,0.235463,0.235463,0.055443,6.460161,7.175152,27.436051,572.749695,21.267517,0.228228,55.442591,5.400000,0.050513,0.060286,21.399182,13.606056,43.000000,0.640376,0.106305,0.082484,0.067060,17.750740,2.598461,682.545846,88.805003,5.300000,0.046908,0.052500,0.010106,-0.240486,0.297773,-0.070000,NORMAL
normal_00850,1301214409,5.120310,0.819756,0.074234,0.932236,0.047998,0.011486,100.000000,10.000000,0.000000,0.221890,0.221890,0.049235,6.117252,6.808211,27.568885,584.110299,21.585682,0.218218,49.235046,5.100000,0.042728,0.084151,21.404075,13.521631,26.000000,0.627759,0.101456,0.074055,0.069348,18.424649,2.567542,771.812345,87.460511,5.100000,0.046728,0.060000,0.010699,-0.253664,-0.320352,0.010000,NORMAL
normal_00851,2104634364,5.125684,0.828410,0.067220,1.361351,0.033193,0.011540,100.000000,10.000000,0.000000,0.326341,0.326341,0.106498,9.088909,10.176034,27.850984,609.127700,22.276917,0.252252,106.498251,5.200000,0.057792,0.087142,21.459550,13.472193,15.000000,0.939103,0.163474,0.128963,0.100460,27.334121,3.500076,1054.905034,116.617144,5.100000,0.055301,0.075000,0.013628,-0.214016,-0.249915,0.010000,NORMAL
normal_00852,1721169081,5.202426,0.765317,0.062763,1.417996,0.044202,0.018336,100.000000,10.000000,-0.000000,0.348475,0.348475,0.121435,9.627910,10.774405,27.628698,589.571407,21.725059,0.266266,121.434802,5.400000,0.081886,0.360406,21.483234,13.510936,6.000000,1.144362,0.164411,0.113587,0.118865,30.514225,4.009399,1131.209292,134.917314,5.100000,0.079601,0.102500,0.016607,-0.236373,0.293455,-0.070000,NORMAL
normal_00853,2068430278,4.928035,0.563735,0.068142,1.423723,0.062907,0.016769,100.000000,10.000000,-0.000000,0.327098,0.327098,0.106993,9.326868,10.070289,28.514010,671.246394,24.159555,0.275275,106.992923,5.200000,0.084498,0.525301,21.781491,13.516696,5.000000,0.713292,0.136225,0.107839,0.083235,19.363216,2.840752,702.917471,92.921019,4.800000,0.077805,0.067500,0.013786,-0.194914,-0.215419,0.010000,NORMAL
normal_00854,512288280,5.100802,0.385230,0.073488,1.515011,0.059958,0.011977,100.000000,10.000000,-0.000000,0.354407,0.354407,0.125605,10.333543,10.877207,29.157254,735.449879,25.961623,0.307307,125.604514,5.900000,0.057678,0.489921,21.804745,13.553430,10.000000,0.490177,0.117697,0.100837,0.060701,14.875158,1.883417,551.934331,65.166078,5.000000,0.043352,0.045000,0.011584,-0.087866,-0.155889,-0.150000,NORMAL
normal_00855,618044923,4.659062,0.724276,0.063663,1.493346,0.054634,0.010406,100.000000,10.000000,-0.000000,0.319292,0.319292,0.101947,8.964082,9.809734,28.074883,629.335535,22.924655,0.202202,101.947291,4.600000,0.072214,0.376734,21.667400,13.510519,7.000000,1.032735,0.155230,0.112270,0.107200,25.114626,3.588365,907.353436,109.346753,4.600000,0.104989,0.080000,0.013169,-0.157783,0.254044,0.100000,NORMAL
normal_00856,1824091599,4.865770,0.373122,0.056550,0.576922,0.039972,0.018836,100.000000,10.000000,0.000000,0.130403,0.130403,0.017005,3.761320,3.942272,28.843868,704.735277,25.173409,0.269269,17.004877,5.000000,0.029834,0.079997,21.715237,13.544806,19.000000,0.281815,0.098846,0.087887,0.045238,4.498299,0.955982,168.608008,41.728966,4.900000,0.026754,0.042500,0.012313,-0.085631,-0.112928,-0.160000,NORMAL
